State,District,Soil_N_kgha,Soil_P_kgha,Soil_K_kgha,Soil_pH,Soil_Type,Organic_Carbon_Pct,Soil_Moisture_Pct
Telangana,KHAMMAM,175,20,230,7.3,Red Sandy / Medium Black,0.52,32
Telangana,KOMARAM BHEEM ASIFABAD,173,20,228,7.1,Red Sandy / Medium Black,0.51,34
Telangana,MAHABUBABAD,170,19,223,7.1,Red Sandy / Medium Black,0.5,32
Telangana,MAHBUBNAGAR,177,20,232,7.2,Red Sandy / Medium Black,0.53,32
Telangana,MANCHERIAL,172,20,225,7.2,Red Sandy / Medium Black,0.51,34
Telangana,MEDAK,186,21,244,7.4,Red Sandy / Medium Black,0.55,32
Telangana,MEDCHAL,168,19,221,7.5,Red Sandy / Medium Black,0.5,33
Telangana,MEDCHAL MALKAJGIRI,186,21,244,7.3,Red Sandy / Medium Black,0.55,32
Telangana,MULUGU,186,21,244,7.5,Red Sandy / Medium Black,0.55,35
Telangana,NAGARKURNOOL,186,21,244,7.2,Red Sandy / Medium Black,0.55,35
Telangana,NALGONDA,182,21,239,7.1,Red Sandy / Medium Black,0.54,34
Telangana,NARAYANAPET,173,20,228,7.2,Red Sandy / Medium Black,0.51,32
Telangana,NIRMAL,182,21,239,7.1,Red Sandy / Medium Black,0.54,34
Telangana,NIZAMABAD,180,21,237,7.2,Red Sandy / Medium Black,0.54,32
Telangana,PEDDAPALLI,175,20,230,7.1,Red Sandy / Medium Black,0.52,32
Telangana,RAJANNA,173,20,228,7.2,Red Sandy / Medium Black,0.51,33
Telangana,RANGAREDDI,175,20,230,7.1,Red Sandy / Medium Black,0.52,35
Telangana,SANGAREDDY,170,19,223,7.2,Red Sandy / Medium Black,0.5,33
Telangana,SIDDIPET,172,20,225,7.1,Red Sandy / Medium Black,0.51,32
Telangana,SURYAPET,164,19,216,7.4,Red Sandy / Medium Black,0.49,35
Telangana,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,180,21,237,7.2,Red Sandy / Medium Black,0.54,33
Telangana,VIKARABAD,178,20,235,7.5,Red Sandy / Medium Black,0.53,34
Telangana,WANAPARTHY,180,21,237,7.2,Red Sandy / Medium Black,0.54,35
Telangana,WARANGAL,175,20,230,7.2,Red Sandy / Medium Black,0.52,32
Telangana,WARANGAL URBAN,175,20,230,7.3,Red Sandy / Medium Black,0.52,33
Telangana,YADADRI,168,19,221,7.5,Red Sandy / Medium Black,0.5,32
Tripura,DHALAI,182,22,212,7.4,Alluvial Loam,0.56,34
Tripura,GOMATI,189,23,220,7.4,Alluvial Loam,0.58,35
Tripura,KHOWAI,171,21,200,7.2,Alluvial Loam,0.52,35
Tripura,NORTH TRIPURA,169,21,197,7.4,Alluvial Loam,0.52,34
Tripura,SEPAHIJALA,191,23,223,7.2,Alluvial Loam,0.58,34
Tripura,SOUTH TRIPURA,191,23,223,7.2,Alluvial Loam,0.58,34
Tripura,UNAKOTI,169,21,197,7.3,Alluvial Loam,0.52,33
Tripura,WEST TRIPURA,175,21,204,7.0,Alluvial Loam,0.53,36
Uttar Pradesh,AGRA,185,24,210,7.2,Alluvial,0.58,32
Uttar Pradesh,ALIGARH,176,23,200,7.2,Alluvial,0.55,35
Uttar Pradesh,ALLAHABAD,196,25,223,7.6,Alluvial,0.61,36
Uttar Pradesh,ALMORA,179,23,204,7.4,Alluvial,0.56,35
Uttar Pradesh,AMBEDKAR NAGAR,196,25,223,7.3,Alluvial,0.61,32
Uttar Pradesh,AMETHI,181,24,206,7.2,Alluvial,0.57,33
Uttar Pradesh,AMROHA,192,25,218,7.3,Alluvial,0.6,36
Uttar Pradesh,AURAIYA,196,25,223,7.2,Alluvial,0.61,36
Uttar Pradesh,AZAMGARH,191,25,216,7.4,Alluvial,0.6,33
Uttar Pradesh,BAGESHWAR,196,25,223,7.6,Alluvial,0.61,35
Uttar Pradesh,BAGHPAT,192,25,218,7.6,Alluvial,0.6,35
Uttar Pradesh,BAHRAICH,196,25,223,7.5,Alluvial,0.61,33
Uttar Pradesh,BALLIA,187,24,212,7.4,Alluvial,0.59,34
Uttar Pradesh,BALRAMPUR,185,24,210,7.4,Alluvial,0.58,35
Uttar Pradesh,BANDA,191,25,216,7.2,Alluvial,0.6,32
Uttar Pradesh,BARABANKI,178,23,202,7.2,Alluvial,0.56,34
Uttar Pradesh,BAREILLY,185,24,210,7.5,Alluvial,0.58,35
Uttar Pradesh,BASTI,194,25,220,7.5,Alluvial,0.61,35
Uttar Pradesh,BIJNOR,174,23,197,7.5,Alluvial,0.55,34
Uttar Pradesh,BUDAUN,183,24,208,7.4,Alluvial,0.57,34
Uttar Pradesh,BULANDSHAHR,196,25,223,7.5,Alluvial,0.61,33
Uttar Pradesh,CHAMOLI,192,25,218,7.4,Alluvial,0.6,33
Uttar Pradesh,CHAMPAWAT,194,25,220,7.6,Alluvial,0.61,35
Uttar Pradesh,CHANDAULI,196,25,223,7.4,Alluvial,0.61,35
Uttar Pradesh,CHITRAKOOT,178,23,202,7.4,Alluvial,0.56,33
Uttar Pradesh,DEHRADUN,181,24,206,7.6,Alluvial,0.57,34
Uttar Pradesh,DEORIA,185,24,210,7.2,Alluvial,0.58,36
Uttar Pradesh,ETAH,183,24,208,7.5,Alluvial,0.57,34
Uttar Pradesh,ETAWAH,189,24,214,7.4,Alluvial,0.59,35
Uttar Pradesh,FAIZABAD,191,25,216,7.4,Alluvial,0.6,35
Uttar Pradesh,FARRUKHABAD,191,25,216,7.4,Alluvial,0.6,34
Uttar Pradesh,FATEHPUR,192,25,218,7.2,Alluvial,0.6,33
Uttar Pradesh,FIROZABAD,189,24,214,7.2,Alluvial,0.59,33
Uttar Pradesh,GAUTAM BUDDHA NAGAR,191,25,216,7.4,Alluvial,0.6,35
Uttar Pradesh,GHAZIABAD,189,24,214,7.6,Alluvial,0.59,34
Uttar Pradesh,GHAZIPUR,192,25,218,7.4,Alluvial,0.6,34
Uttar Pradesh,GONDA,196,25,223,7.4,Alluvial,0.61,36
Uttar Pradesh,GORAKHPUR,176,23,200,7.3,Alluvial,0.55,34
Uttar Pradesh,HAMIRPUR,192,25,218,7.4,Alluvial,0.6,35
Uttar Pradesh,HAPUR,181,24,206,7.2,Alluvial,0.57,35
Uttar Pradesh,HARDOI,191,25,216,7.4,Alluvial,0.6,34
Uttar Pradesh,HARIDWAR,192,25,218,7.2,Alluvial,0.6,34
Uttar Pradesh,HATHRAS,178,23,202,7.2,Alluvial,0.56,34
Uttar Pradesh,JALAUN,185,24,210,7.6,Alluvial,0.58,34
Uttar Pradesh,JAUNPUR,196,25,223,7.5,Alluvial,0.61,35
Uttar Pradesh,JHANSI,194,25,220,7.6,Alluvial,0.61,35
Uttar Pradesh,KANNAUJ,189,24,214,7.6,Alluvial,0.59,36
Uttar Pradesh,KANPUR DEHAT,194,25,220,7.3,Alluvial,0.61,33
Uttar Pradesh,KANPUR NAGAR,181,24,206,7.4,Alluvial,0.57,33
Uttar Pradesh,KASGANJ,187,24,212,7.2,Alluvial,0.59,36
Uttar Pradesh,KAUSHAMBI,179,23,204,7.2,Alluvial,0.56,34
Uttar Pradesh,KHERI,196,25,223,7.4,Alluvial,0.61,33
Uttar Pradesh,KUSHI NAGAR,185,24,210,7.2,Alluvial,0.58,35
Uttar Pradesh,LALITPUR,194,25,220,7.3,Alluvial,0.61,32
Uttar Pradesh,LUCKNOW,174,23,197,7.2,Alluvial,0.55,35
Uttar Pradesh,MAHARAJGANJ,174,23,197,7.2,Alluvial,0.55,34
Uttar Pradesh,MAHOBA,187,24,212,7.5,Alluvial,0.59,34
Uttar Pradesh,MAINPURI,176,23,200,7.5,Alluvial,0.55,35
Uttar Pradesh,MATHURA,196,25,223,7.4,Alluvial,0.61,34
Uttar Pradesh,MAU,192,25,218,7.6,Alluvial,0.6,36
Uttar Pradesh,MEERUT,183,24,208,7.2,Alluvial,0.57,34
Uttar Pradesh,MIRZAPUR,185,24,210,7.6,Alluvial,0.58,35
Uttar Pradesh,MORADABAD,176,23,200,7.4,Alluvial,0.55,33
Uttar Pradesh,MUZAFFARNAGAR,185,24,210,7.5,Alluvial,0.58,34
Uttar Pradesh,NAINITAL,196,25,223,7.2,Alluvial,0.61,33
Uttar Pradesh,PAURI GARHWAL,178,23,202,7.5,Alluvial,0.56,35
Uttar Pradesh,PILIBHIT,181,24,206,7.5,Alluvial,0.57,32
Uttar Pradesh,PITHORAGARH,183,24,208,7.2,Alluvial,0.57,32
Uttar Pradesh,PRATAPGARH,183,24,208,7.3,Alluvial,0.57,34
Uttar Pradesh,RAE BARELI,196,25,223,7.4,Alluvial,0.61,33
Uttar Pradesh,RAMPUR,196,25,223,7.5,Alluvial,0.61,33
Uttar Pradesh,RUDRA PRAYAG,185,24,210,7.2,Alluvial,0.58,32
Uttar Pradesh,SAHARANPUR,191,25,216,7.2,Alluvial,0.6,33
Uttar Pradesh,SAMBHAL,185,24,210,7.5,Alluvial,0.58,33
Uttar Pradesh,SANT KABEER NAGAR,176,23,200,7.3,Alluvial,0.55,33
Uttar Pradesh,SANT RAVIDAS NAGAR,187,24,212,7.6,Alluvial,0.59,35
Uttar Pradesh,SHAHJAHANPUR,189,24,214,7.3,Alluvial,0.59,33
Uttar Pradesh,SHAMLI,189,24,214,7.3,Alluvial,0.59,33
Uttar Pradesh,SHRAVASTI,192,25,218,7.2,Alluvial,0.6,35
Uttar Pradesh,SIDDHARTH NAGAR,194,25,220,7.4,Alluvial,0.61,35
Uttar Pradesh,SITAPUR,185,24,210,7.2,Alluvial,0.58,34
Uttar Pradesh,SONBHADRA,191,25,216,7.5,Alluvial,0.6,34
Uttar Pradesh,SULTANPUR,179,23,204,7.2,Alluvial,0.56,34
Uttar Pradesh,TEHRI GARHWAL,191,25,216,7.5,Alluvial,0.6,35
Uttar Pradesh,UDAM SINGH NAGAR,174,23,197,7.2,Alluvial,0.55,34
Uttar Pradesh,UNNAO,181,24,206,7.6,Alluvial,0.57,35
Uttar Pradesh,UTTAR KASHI,194,25,220,7.5,Alluvial,0.61,34
Uttar Pradesh,VARANASI,185,24,210,7.5,Alluvial,0.58,33
Uttarakhand,ALMORA,226,27,215,6.3,Tarai / Hill Loam,0.97,36
Uttarakhand,BAGESHWAR,202,24,193,6.2,Tarai / Hill Loam,0.86,38
Uttarakhand,CHAMOLI,224,27,213,6.2,Tarai / Hill Loam,0.96,38
Uttarakhand,CHAMPAWAT,219,27,209,6.5,Tarai / Hill Loam,0.94,39
Uttarakhand,DEHRADUN,215,26,205,6.5,Tarai / Hill Loam,0.92,38
Uttarakhand,HARIDWAR,215,26,205,6.1,Tarai / Hill Loam,0.92,40
Uttarakhand,NAINITAL,221,27,211,6.1,Tarai / Hill Loam,0.95,38
Uttarakhand,PAURI GARHWAL,219,27,209,6.5,Tarai / Hill Loam,0.94,39
Uttarakhand,PITHORAGARH,217,26,207,6.1,Tarai / Hill Loam,0.93,39
Uttarakhand,RUDRA PRAYAG,206,25,197,6.5,Tarai / Hill Loam,0.88,38
Uttarakhand,TEHRI GARHWAL,224,27,213,6.2,Tarai / Hill Loam,0.96,37
Uttarakhand,UDAM SINGH NAGAR,206,25,197,6.2,Tarai / Hill Loam,0.88,38
Uttarakhand,UTTAR KASHI,211,25,201,6.5,Tarai / Hill Loam,0.9,36
West Bengal,24 PARAGANAS NORTH,223,28,191,6.4,Alluvial / Terai Loam,0.76,41
West Bengal,24 PARAGANAS SOUTH,218,27,187,6.4,Alluvial / Terai Loam,0.75,41
West Bengal,ALIPURDUAR,200,25,171,6.3,Alluvial / Terai Loam,0.68,39
West Bengal,BANKURA,212,26,182,6.2,Alluvial / Terai Loam,0.73,38
West Bengal,BIRBHUM,206,25,176,6.1,Alluvial / Terai Loam,0.71,41
West Bengal,COOCHBEHAR,197,24,169,6.4,Alluvial / Terai Loam,0.68,40
West Bengal,DARJEELING,208,26,178,6.1,Alluvial / Terai Loam,0.71,40
West Bengal,DINAJPUR DAKSHIN,212,26,182,6.4,Alluvial / Terai Loam,0.73,41
West Bengal,DINAJPUR UTTAR,223,28,191,6.2,Alluvial / Terai Loam,0.76,39
West Bengal,HOOGHLY,210,26,180,6.1,Alluvial / Terai Loam,0.72,39
West Bengal,HOWRAH,204,25,175,6.3,Alluvial / Terai Loam,0.7,42
West Bengal,JALPAIGURI,212,26,182,6.0,Alluvial / Terai Loam,0.73,40
West Bengal,JHARGRAM,214,27,184,6.4,Alluvial / Terai Loam,0.73,38
West Bengal,KALIMPONG,200,25,171,6.2,Alluvial / Terai Loam,0.68,42
West Bengal,MALDAH,216,27,185,6.0,Alluvial / Terai Loam,0.74,38
West Bengal,MEDINIPUR EAST,214,27,184,6.1,Alluvial / Terai Loam,0.73,38
West Bengal,MEDINIPUR WEST,218,27,187,6.3,Alluvial / Terai Loam,0.75,42
West Bengal,MURSHIDABAD,210,26,180,6.4,Alluvial / Terai Loam,0.72,40
West Bengal,NADIA,200,25,171,6.1,Alluvial / Terai Loam,0.68,40
West Bengal,PASCHIM BARDHAMAN,212,26,182,6.0,Alluvial / Terai Loam,0.73,42
West Bengal,PURBA BARDHAMAN,223,28,191,6.2,Alluvial / Terai Loam,0.76,38
West Bengal,PURULIA,223,28,191,6.0,Alluvial / Terai Loam,0.76,41
