id,kvk_name,state,district,host_institution,latitude,longitude,phone,pincode
kvk_479,"Krishi Vigyan Kendra, LUNGLEI",Mizoram,LUNGLEI,,,,+91-070-90909,700860
kvk_480,"Krishi Vigyan Kendra, MAMIT",Mizoram,MAMIT,,,,+91-041-71959,411809
kvk_481,"Krishi Vigyan Kendra, SAIHA",Mizoram,SAIHA,,,,+91-026-71590,261485
kvk_482,"Krishi Vigyan Kendra, SERCHHIP",Mizoram,SERCHHIP,,,,+91-048-83916,483852
kvk_483,"Krishi Vigyan Kendra, DIMAPUR",Nagaland,DIMAPUR,,,,+91-017-45215,175154
kvk_484,"Krishi Vigyan Kendra, KIPHIRE",Nagaland,KIPHIRE,,,,+91-051-86340,516319
kvk_485,"Krishi Vigyan Kendra, KOHIMA",Nagaland,KOHIMA,,,,+91-017-78770,178770
kvk_486,"Krishi Vigyan Kendra, LONGLENG",Nagaland,LONGLENG,,,,+91-020-74715,204680
kvk_487,"Krishi Vigyan Kendra, MOKOKCHUNG",Nagaland,MOKOKCHUNG,,,,+91-076-32712,762549
kvk_488,"Krishi Vigyan Kendra, MON",Nagaland,MON,,,,+91-041-71958,411886
kvk_489,"Krishi Vigyan Kendra, PEREN",Nagaland,PEREN,,,,+91-021-53003,212855
kvk_490,"Krishi Vigyan Kendra, PHEK",Nagaland,PHEK,,,,+91-052-66212,526130
kvk_491,"Krishi Vigyan Kendra, TUENSANG",Nagaland,TUENSANG,,,,+91-076-38888,768881
kvk_492,"Krishi Vigyan Kendra, WOKHA",Nagaland,WOKHA,,,,+91-031-90387,310273
kvk_493,"Krishi Vigyan Kendra, ZUNHEBOTO",Nagaland,ZUNHEBOTO,,,,+91-088-95357,885228
kvk_494,"Krishi Vigyan Kendra, ANUGUL",Odisha,ANUGUL,,,,+91-043-36513,436371
kvk_495,"Krishi Vigyan Kendra, BALANGIR",Odisha,BALANGIR,,,,+91-038-40777,380679
kvk_496,"Krishi Vigyan Kendra, BALESHWAR",Odisha,BALESHWAR,,,,+91-041-78670,418598
kvk_497,"Krishi Vigyan Kendra, BARGARH",Odisha,BARGARH,,,,+91-015-21204,151039
kvk_498,"Krishi Vigyan Kendra, BHADRAK",Odisha,BHADRAK,,,,+91-085-95022,854902
kvk_499,"Krishi Vigyan Kendra, BOUDH",Odisha,BOUDH,,,,+91-063-57991,637873
kvk_500,"Krishi Vigyan Kendra, CUTTACK",Odisha,CUTTACK,,,,+91-071-49994,719849
kvk_501,"Krishi Vigyan Kendra, DEOGARH",Odisha,DEOGARH,,,,+91-031-69537,319492
kvk_502,"Krishi Vigyan Kendra, DHENKANAL",Odisha,DHENKANAL,,,,+91-054-87182,547022
kvk_503,"Krishi Vigyan Kendra, GAJAPATI",Odisha,GAJAPATI,,,,+91-034-31496,341329
kvk_504,"Krishi Vigyan Kendra, GANJAM",Odisha,GANJAM,,,,+91-074-47497,747395
kvk_505,"Krishi Vigyan Kendra, JAGATSINGHAPUR",Odisha,JAGATSINGHAPUR,,,,+91-068-20014,689843
kvk_506,"Krishi Vigyan Kendra, JAJAPUR",Odisha,JAJAPUR,,,,+91-040-64331,404311
kvk_507,"Krishi Vigyan Kendra, JHARSUGUDA",Odisha,JHARSUGUDA,,,,+91-043-62335,432176
kvk_508,"Krishi Vigyan Kendra, KALAHANDI",Odisha,KALAHANDI,,,,+91-018-86361,186309
kvk_509,"Krishi Vigyan Kendra, KANDHAMAL",Odisha,KANDHAMAL,,,,+91-039-87972,397935
kvk_510,"Krishi Vigyan Kendra, KENDRAPARA",Odisha,KENDRAPARA,,,,+91-065-70254,650110
kvk_511,"Krishi Vigyan Kendra, KENDUJHAR",Odisha,KENDUJHAR,,,,+91-080-15962,805885
kvk_512,"Krishi Vigyan Kendra, KHORDHA",Odisha,KHORDHA,,,,+91-025-30426,250390
kvk_513,"Krishi Vigyan Kendra, KORAPUT",Odisha,KORAPUT,,,,+91-054-89368,549338
kvk_514,"Krishi Vigyan Kendra, MALKANGIRI",Odisha,MALKANGIRI,,,,+91-077-16763,776747
kvk_515,"Krishi Vigyan Kendra, MAYURBHANJ",Odisha,MAYURBHANJ,,,,+91-079-33145,792999
kvk_516,"Krishi Vigyan Kendra, NABARANGPUR",Odisha,NABARANGPUR,,,,+91-055-91289,551129
kvk_517,"Krishi Vigyan Kendra, NAYAGARH",Odisha,NAYAGARH,,,,+91-043-36049,435933
kvk_518,"Krishi Vigyan Kendra, NUAPADA",Odisha,NUAPADA,,,,+91-053-45712,535647
kvk_519,"Krishi Vigyan Kendra, PURI",Odisha,PURI,,,,+91-045-26504,456353
kvk_520,"Krishi Vigyan Kendra, RAYAGADA",Odisha,RAYAGADA,,,,+91-024-51375,241192
kvk_521,"Krishi Vigyan Kendra, SAMBALPUR",Odisha,SAMBALPUR,,,,+91-070-38921,708854
kvk_522,"Krishi Vigyan Kendra, SONEPUR",Odisha,SONEPUR,,,,+91-079-37094,797026
kvk_523,"Krishi Vigyan Kendra, SUNDARGARH",Odisha,SUNDARGARH,,,,+91-030-54377,304280
kvk_524,"Krishi Vigyan Kendra, KARAIKAL",Puducherry,KARAIKAL,,,,+91-025-66803,256672
kvk_525,"Krishi Vigyan Kendra, MAHE",Puducherry,MAHE,,,,+91-060-53962,603931
kvk_526,"Krishi Vigyan Kendra, PONDICHERRY",Puducherry,PONDICHERRY,,,,+91-019-33832,193814
kvk_527,"Krishi Vigyan Kendra, YANAM",Puducherry,YANAM,,,,+91-063-87216,637081
kvk_528,"Krishi Vigyan Kendra, AMRITSAR",Punjab,AMRITSAR,,,,+91-015-51909,151779
kvk_529,"Krishi Vigyan Kendra, BARNALA",Punjab,BARNALA,,,,+91-021-84159,213994
kvk_530,"Krishi Vigyan Kendra, BATHINDA",Punjab,BATHINDA,,,,+91-066-24252,664220
kvk_531,"Krishi Vigyan Kendra, FARIDKOT",Punjab,FARIDKOT,,,,+91-071-20097,719943
kvk_532,"Krishi Vigyan Kendra, FATEHGARH SAHIB",Punjab,FATEHGARH SAHIB,,,,+91-035-18586,358566
kvk_533,"Krishi Vigyan Kendra, FAZILKA",Punjab,FAZILKA,,,,+91-085-32789,852651
kvk_534,"Krishi Vigyan Kendra, FIROZEPUR",Punjab,FIROZEPUR,,,,+91-046-95606,465447
kvk_535,"Krishi Vigyan Kendra, GURDASPUR",Punjab,GURDASPUR,,,,+91-047-14492,474488
kvk_536,"Krishi Vigyan Kendra, HOSHIARPUR",Punjab,HOSHIARPUR,,,,+91-066-55624,665549
kvk_537,"Krishi Vigyan Kendra, JALANDHAR",Punjab,JALANDHAR,,,,+91-058-94886,584873
kvk_538,"Krishi Vigyan Kendra, KAPURTHALA",Punjab,KAPURTHALA,,,,+91-052-37760,527721
kvk_539,"Krishi Vigyan Kendra, LUDHIANA",Punjab,LUDHIANA,,,,+91-035-18570,358446
kvk_540,"Krishi Vigyan Kendra, MANSA",Punjab,MANSA,,,,+91-067-63020,672919
kvk_541,"Krishi Vigyan Kendra, MOGA",Punjab,MOGA,,,,+91-087-56321,876313
kvk_542,"Krishi Vigyan Kendra, MUKTSAR",Punjab,MUKTSAR,,,,+91-059-49628,599467
kvk_543,"Krishi Vigyan Kendra, NAWANSHAHR",Punjab,NAWANSHAHR,,,,+91-084-27771,847711
kvk_544,"Krishi Vigyan Kendra, PATHANKOT",Punjab,PATHANKOT,,,,+91-028-63695,283529
kvk_545,"Krishi Vigyan Kendra, PATIALA",Punjab,PATIALA,,,,+91-056-14166,564161
kvk_546,"Krishi Vigyan Kendra, RUPNAGAR",Punjab,RUPNAGAR,,,,+91-078-80648,780494
kvk_547,"Krishi Vigyan Kendra, S",Punjab,S,,,,+91-078-23753,783633
kvk_548,"Krishi Vigyan Kendra, SANGRUR",Punjab,SANGRUR,,,,+91-040-63187,403089
kvk_549,"Krishi Vigyan Kendra, SHAHID BHAGAT SINGH NAGAR",Punjab,SHAHID BHAGAT SINGH NAGAR,,,,+91-085-93745,853703
kvk_550,"Krishi Vigyan Kendra, TARN TARAN",Punjab,TARN TARAN,,,,+91-023-16708,236620
kvk_551,"Krishi Vigyan Kendra, AJMER",Rajasthan,AJMER,,,,+91-082-32117,821962
kvk_552,"Krishi Vigyan Kendra, ALWAR",Rajasthan,ALWAR,,,,+91-042-55127,425098
kvk_553,"Krishi Vigyan Kendra, BANSWARA",Rajasthan,BANSWARA,,,,+91-058-31714,581657
kvk_554,"Krishi Vigyan Kendra, BARAN",Rajasthan,BARAN,,,,+91-034-61937,341831
kvk_555,"Krishi Vigyan Kendra, BARMER",Rajasthan,BARMER,,,,+91-033-85831,335708
kvk_556,"Krishi Vigyan Kendra, BHARATPUR",Rajasthan,BHARATPUR,,,,+91-037-33393,373347
kvk_557,"Krishi Vigyan Kendra, BHILWARA",Rajasthan,BHILWARA,,,,+91-070-65485,705401
kvk_558,"Krishi Vigyan Kendra, BIKANER",Rajasthan,BIKANER,,,,+91-016-64989,164937
kvk_559,"Krishi Vigyan Kendra, BUNDI",Rajasthan,BUNDI,,,,+91-013-62700,132579
kvk_560,"Krishi Vigyan Kendra, CHITTORGARH",Rajasthan,CHITTORGARH,,,,+91-060-57953,607922
kvk_561,"Krishi Vigyan Kendra, CHURU",Rajasthan,CHURU,,,,+91-088-35175,885002
kvk_562,"Krishi Vigyan Kendra, DAUSA",Rajasthan,DAUSA,,,,+91-078-59949,789942
kvk_563,"Krishi Vigyan Kendra, DHOLPUR",Rajasthan,DHOLPUR,,,,+91-077-49713,779550
kvk_564,"Krishi Vigyan Kendra, DUNGARPUR",Rajasthan,DUNGARPUR,,,,+91-044-46562,446498
kvk_565,"Krishi Vigyan Kendra, GANGANAGAR",Rajasthan,GANGANAGAR,,,,+91-048-22188,482080
kvk_566,"Krishi Vigyan Kendra, HANUMANGARH",Rajasthan,HANUMANGARH,,,,+91-064-95324,645241
kvk_567,"Krishi Vigyan Kendra, JAIPUR",Rajasthan,JAIPUR,,,,+91-088-67940,887828
kvk_568,"Krishi Vigyan Kendra, JAISALMER",Rajasthan,JAISALMER,,,,+91-060-87523,607397
kvk_569,"Krishi Vigyan Kendra, JALORE",Rajasthan,JALORE,,,,+91-027-28133,278088
kvk_570,"Krishi Vigyan Kendra, JHALAWAR",Rajasthan,JHALAWAR,,,,+91-086-11190,861043
kvk_571,"Krishi Vigyan Kendra, JHUNJHUNU",Rajasthan,JHUNJHUNU,,,,+91-070-64404,704268
kvk_572,"Krishi Vigyan Kendra, JODHPUR",Rajasthan,JODHPUR,,,,+91-074-18011,747952
kvk_573,"Krishi Vigyan Kendra, KARAULI",Rajasthan,KARAULI,,,,+91-075-58176,758048
kvk_574,"Krishi Vigyan Kendra, KOTA",Rajasthan,KOTA,,,,+91-051-83527,513454
kvk_575,"Krishi Vigyan Kendra, NAGAUR",Rajasthan,NAGAUR,,,,+91-047-19211,479181
kvk_576,"Krishi Vigyan Kendra, PALI",Rajasthan,PALI,,,,+91-058-96723,586554
kvk_577,"Krishi Vigyan Kendra, PRATAPGARH",Rajasthan,PRATAPGARH,,,,+91-027-54024,273962
kvk_578,"Krishi Vigyan Kendra, RAJSAMAND",Rajasthan,RAJSAMAND,,,,+91-022-64055,224037
kvk_579,"Krishi Vigyan Kendra, SAWAI MADHOPUR",Rajasthan,SAWAI MADHOPUR,,,,+91-012-57757,127688
kvk_580,"Krishi Vigyan Kendra, SIKAR",Rajasthan,SIKAR,,,,+91-042-80335,420211
kvk_581,"Krishi Vigyan Kendra, SIROHI",Rajasthan,SIROHI,,,,+91-058-62906,582858
kvk_582,"Krishi Vigyan Kendra, TONK",Rajasthan,TONK,,,,+91-084-26153,846015
kvk_583,"Krishi Vigyan Kendra, UDAIPUR",Rajasthan,UDAIPUR,,,,+91-058-69789,589689
kvk_584,"Krishi Vigyan Kendra, EAST DISTRICT",Sikkim,EAST DISTRICT,,,,+91-073-40043,739941
kvk_585,"Krishi Vigyan Kendra, NORTH DISTRICT",Sikkim,NORTH DISTRICT,,,,+91-022-98579,228518
kvk_586,"Krishi Vigyan Kendra, SOUTH DISTRICT",Sikkim,SOUTH DISTRICT,,,,+91-053-43130,533091
kvk_587,"Krishi Vigyan Kendra, WEST DISTRICT",Sikkim,WEST DISTRICT,,,,+91-049-70010,499833
kvk_588,"Krishi Vigyan Kendra, ARIYALUR",Tamil Nadu,ARIYALUR,,,,+91-071-74533,714423
kvk_589,"Krishi Vigyan Kendra, CHENGALPATTU",Tamil Nadu,CHENGALPATTU,,,,+91-018-20907,180889
kvk_590,"Krishi Vigyan Kendra, CHENNAI",Tamil Nadu,CHENNAI,,,,+91-087-29262,879115
kvk_591,"Krishi Vigyan Kendra, COIMBATORE",Tamil Nadu,COIMBATORE,,,,+91-088-93784,883655
kvk_592,"Krishi Vigyan Kendra, CUDDALORE",Tamil Nadu,CUDDALORE,,,,+91-066-20593,660483
kvk_593,"Krishi Vigyan Kendra, DHARMAPURI",Tamil Nadu,DHARMAPURI,,,,+91-052-36379,526366
kvk_594,"Krishi Vigyan Kendra, DINDIGUL",Tamil Nadu,DINDIGUL,,,,+91-071-77010,716848
kvk_595,"Krishi Vigyan Kendra, ERODE",Tamil Nadu,ERODE,,,,+91-036-88428,368270
kvk_596,"Krishi Vigyan Kendra, KALLAKURICHI",Tamil Nadu,KALLAKURICHI,,,,+91-025-91721,251599
kvk_597,"Krishi Vigyan Kendra, KANCHIPURAM",Tamil Nadu,KANCHIPURAM,,,,+91-045-84519,454386
kvk_598,"Krishi Vigyan Kendra, KANNIYAKUMARI",Tamil Nadu,KANNIYAKUMARI,,,,+91-027-89982,279981
kvk_599,"Krishi Vigyan Kendra, KARUR",Tamil Nadu,KARUR,,,,+91-041-72834,412658
kvk_600,"Krishi Vigyan Kendra, KRISHNAGIRI",Tamil Nadu,KRISHNAGIRI,,,,+91-063-84277,634142
kvk_601,"Krishi Vigyan Kendra, MADURAI",Tamil Nadu,MADURAI,,,,+91-011-10349,110193
kvk_602,"Krishi Vigyan Kendra, NAGAPATTINAM",Tamil Nadu,NAGAPATTINAM,,,,+91-082-36506,826481
kvk_603,"Krishi Vigyan Kendra, NAMAKKAL",Tamil Nadu,NAMAKKAL,,,,+91-034-65043,345015
kvk_604,"Krishi Vigyan Kendra, PERAMBALUR",Tamil Nadu,PERAMBALUR,,,,+91-040-97263,407174
kvk_605,"Krishi Vigyan Kendra, PUDUKKOTTAI",Tamil Nadu,PUDUKKOTTAI,,,,+91-071-76168,716162
kvk_606,"Krishi Vigyan Kendra, RAMANATHAPURAM",Tamil Nadu,RAMANATHAPURAM,,,,+91-032-12557,322442
kvk_607,"Krishi Vigyan Kendra, RANIPET",Tamil Nadu,RANIPET,,,,+91-037-39085,379013
kvk_608,"Krishi Vigyan Kendra, SALEM",Tamil Nadu,SALEM,,,,+91-061-35283,615165
kvk_609,"Krishi Vigyan Kendra, SIVAGANGA",Tamil Nadu,SIVAGANGA,,,,+91-070-96557,706456
kvk_610,"Krishi Vigyan Kendra, TENKASI",Tamil Nadu,TENKASI,,,,+91-065-48629,658450
kvk_611,"Krishi Vigyan Kendra, THANJAVUR",Tamil Nadu,THANJAVUR,,,,+91-079-62895,792758
kvk_612,"Krishi Vigyan Kendra, THE NILGIRIS",Tamil Nadu,THE NILGIRIS,,,,+91-043-62021,431992
kvk_613,"Krishi Vigyan Kendra, THENI",Tamil Nadu,THENI,,,,+91-076-69070,768942
kvk_614,"Krishi Vigyan Kendra, THIRUVALLUR",Tamil Nadu,THIRUVALLUR,,,,+91-015-83902,153859
kvk_615,"Krishi Vigyan Kendra, THIRUVARUR",Tamil Nadu,THIRUVARUR,,,,+91-056-19519,569384
kvk_616,"Krishi Vigyan Kendra, THOOTHUKUDI",Tamil Nadu,THOOTHUKUDI,,,,+91-014-15374,145287
kvk_617,"Krishi Vigyan Kendra, TIRUCHIRAPPALLI",Tamil Nadu,TIRUCHIRAPPALLI,,,,+91-071-72928,712844
kvk_618,"Krishi Vigyan Kendra, TIRUNELVELI",Tamil Nadu,TIRUNELVELI,,,,+91-075-80719,750600
kvk_619,"Krishi Vigyan Kendra, TIRUPATHUR",Tamil Nadu,TIRUPATHUR,,,,+91-037-90880,370696
kvk_620,"Krishi Vigyan Kendra, TIRUPPUR",Tamil Nadu,TIRUPPUR,,,,+91-079-60173,790036
kvk_621,"Krishi Vigyan Kendra, TIRUVANNAMALAI",Tamil Nadu,TIRUVANNAMALAI,,,,+91-073-98912,738802
kvk_622,"Krishi Vigyan Kendra, TUTICORIN",Tamil Nadu,TUTICORIN,,,,+91-036-21995,361897
kvk_623,"Krishi Vigyan Kendra, VELLORE",Tamil Nadu,VELLORE,,,,+91-088-36586,886439
kvk_624,"Krishi Vigyan Kendra, VILLUPURAM",Tamil Nadu,VILLUPURAM,,,,+91-039-25888,395729
kvk_625,"Krishi Vigyan Kendra, VIRUDHUNAGAR",Tamil Nadu,VIRUDHUNAGAR,,,,+91-045-87733,457652
kvk_626,"Krishi Vigyan Kendra, ADILABAD",Telangana,ADILABAD,,,,+91-082-92504,822445
kvk_627,"Krishi Vigyan Kendra, BHADRADRI",Telangana,BHADRADRI,,,,+91-049-39943,499757
kvk_628,"Krishi Vigyan Kendra, DADRA AND NAGAR HAVELI",Telangana,DADRA AND NAGAR HAVELI,,,,+91-031-91393,311357
kvk_629,"Krishi Vigyan Kendra, DAMAN",Telangana,DAMAN,,,,+91-045-53235,453171
kvk_630,"Krishi Vigyan Kendra, DIU",Telangana,DIU,,,,+91-028-36687,286642
kvk_631,"Krishi Vigyan Kendra, HANUMAKONDA",Telangana,HANUMAKONDA,,,,+91-034-99342,349323
kvk_632,"Krishi Vigyan Kendra, JAGITIAL",Telangana,JAGITIAL,,,,+91-087-89235,879158
kvk_633,"Krishi Vigyan Kendra, JANGOAN",Telangana,JANGOAN,,,,+91-083-46049,836024
kvk_634,"Krishi Vigyan Kendra, JAYASHANKAR",Telangana,JAYASHANKAR,,,,+91-083-41580,831399
kvk_635,"Krishi Vigyan Kendra, JOGULAMBA",Telangana,JOGULAMBA,,,,+91-083-44635,834610
kvk_636,"Krishi Vigyan Kendra, KAMAREDDY",Telangana,KAMAREDDY,,,,+91-047-18693,478637
kvk_637,"Krishi Vigyan Kendra, KARIMNAGAR",Telangana,KARIMNAGAR,,,,+91-088-92673,882648
kvk_638,"Krishi Vigyan Kendra, KHAMMAM",Telangana,KHAMMAM,,,,+91-029-72991,292851
kvk_639,"Krishi Vigyan Kendra, KOMARAM BHEEM ASIFABAD",Telangana,KOMARAM BHEEM ASIFABAD,,,,+91-036-51995,361958
kvk_640,"Krishi Vigyan Kendra, MAHABUBABAD",Telangana,MAHABUBABAD,,,,+91-048-89927,489759
kvk_641,"Krishi Vigyan Kendra, MAHBUBNAGAR",Telangana,MAHBUBNAGAR,,,,+91-051-25204,515087
kvk_642,"Krishi Vigyan Kendra, MANCHERIAL",Telangana,MANCHERIAL,,,,+91-051-21548,511379
kvk_643,"Krishi Vigyan Kendra, MEDAK",Telangana,MEDAK,,,,+91-031-30942,310940
kvk_644,"Krishi Vigyan Kendra, MEDCHAL",Telangana,MEDCHAL,,,,+91-068-48326,688294
kvk_645,"Krishi Vigyan Kendra, MEDCHAL MALKAJGIRI",Telangana,MEDCHAL MALKAJGIRI,,,,+91-080-48050,807904
kvk_646,"Krishi Vigyan Kendra, MULUGU",Telangana,MULUGU,,,,+91-016-35661,165522
kvk_647,"Krishi Vigyan Kendra, NAGARKURNOOL",Telangana,NAGARKURNOOL,,,,+91-040-91509,401498
kvk_648,"Krishi Vigyan Kendra, NALGONDA",Telangana,NALGONDA,,,,+91-020-13481,203376
kvk_649,"Krishi Vigyan Kendra, NARAYANAPET",Telangana,NARAYANAPET,,,,+91-030-20574,300442
kvk_650,"Krishi Vigyan Kendra, NIRMAL",Telangana,NIRMAL,,,,+91-080-79742,809579
kvk_651,"Krishi Vigyan Kendra, NIZAMABAD",Telangana,NIZAMABAD,,,,+91-015-23607,153520
kvk_652,"Krishi Vigyan Kendra, PEDDAPALLI",Telangana,PEDDAPALLI,,,,+91-018-26152,186056
kvk_653,"Krishi Vigyan Kendra, RAJANNA",Telangana,RAJANNA,,,,+91-045-27789,457768
kvk_654,"Krishi Vigyan Kendra, RANGAREDDI",Telangana,RANGAREDDI,,,,+91-075-82793,752622
kvk_655,"Krishi Vigyan Kendra, SANGAREDDY",Telangana,SANGAREDDY,,,,+91-046-64239,464201
kvk_656,"Krishi Vigyan Kendra, SIDDIPET",Telangana,SIDDIPET,,,,+91-045-28217,458118
kvk_657,"Krishi Vigyan Kendra, SURYAPET",Telangana,SURYAPET,,,,+91-040-95475,405308
kvk_658,"Krishi Vigyan Kendra, THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU",Telangana,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,,,,+91-080-46500,806380
kvk_659,"Krishi Vigyan Kendra, VIKARABAD",Telangana,VIKARABAD,,,,+91-078-84654,784474
kvk_660,"Krishi Vigyan Kendra, WANAPARTHY",Telangana,WANAPARTHY,,,,+91-047-76829,476765
kvk_661,"Krishi Vigyan Kendra, WARANGAL",Telangana,WARANGAL,,,,+91-062-70352,620347
kvk_662,"Krishi Vigyan Kendra, WARANGAL URBAN",Telangana,WARANGAL URBAN,,,,+91-050-77216,507117
kvk_663,"Krishi Vigyan Kendra, YADADRI",Telangana,YADADRI,,,,+91-031-37744,317638
kvk_664,"Krishi Vigyan Kendra, DHALAI",Tripura,DHALAI,,,,+91-068-44262,684100
kvk_665,"Krishi Vigyan Kendra, GOMATI",Tripura,GOMATI,,,,+91-060-20528,600358
kvk_666,"Krishi Vigyan Kendra, KHOWAI",Tripura,KHOWAI,,,,+91-076-38289,768256
kvk_667,"Krishi Vigyan Kendra, NORTH TRIPURA",Tripura,NORTH TRIPURA,,,,+91-020-40914,200896
kvk_668,"Krishi Vigyan Kendra, SEPAHIJALA",Tripura,SEPAHIJALA,,,,+91-066-82344,662174
kvk_669,"Krishi Vigyan Kendra, SOUTH TRIPURA",Tripura,SOUTH TRIPURA,,,,+91-046-35284,465133
kvk_670,"Krishi Vigyan Kendra, UNAKOTI",Tripura,UNAKOTI,,,,+91-033-87909,337838
kvk_671,"Krishi Vigyan Kendra, WEST TRIPURA",Tripura,WEST TRIPURA,,,,+91-017-79280,179202
kvk_672,"Krishi Vigyan Kendra, AGRA",Uttar Pradesh,AGRA,,,,+91-083-40842,830817
kvk_673,"Krishi Vigyan Kendra, ALIGARH",Uttar Pradesh,ALIGARH,,,,+91-058-93812,583773
kvk_674,"Krishi Vigyan Kendra, ALLAHABAD",Uttar Pradesh,ALLAHABAD,,,,+91-053-77222,537192
kvk_675,"Krishi Vigyan Kendra, ALMORA",Uttar Pradesh,ALMORA,,,,+91-075-85650,755531
kvk_676,"Krishi Vigyan Kendra, AMBEDKAR NAGAR",Uttar Pradesh,AMBEDKAR NAGAR,,,,+91-052-92874,522775
kvk_677,"Krishi Vigyan Kendra, AMETHI",Uttar Pradesh,AMETHI,,,,+91-061-97455,617355
kvk_678,"Krishi Vigyan Kendra, AMROHA",Uttar Pradesh,AMROHA,,,,+91-041-47502,417343
kvk_679,"Krishi Vigyan Kendra, AURAIYA",Uttar Pradesh,AURAIYA,,,,+91-016-94018,163871
kvk_680,"Krishi Vigyan Kendra, AZAMGARH",Uttar Pradesh,AZAMGARH,,,,+91-039-25947,395762
kvk_681,"Krishi Vigyan Kendra, BAGESHWAR",Uttar Pradesh,BAGESHWAR,,,,+91-031-31722,311616
kvk_682,"Krishi Vigyan Kendra, BAGHPAT",Uttar Pradesh,BAGHPAT,,,,+91-087-89596,879415
kvk_683,"Krishi Vigyan Kendra, BAHRAICH",Uttar Pradesh,BAHRAICH,,,,+91-068-16928,686783
kvk_684,"Krishi Vigyan Kendra, BALLIA",Uttar Pradesh,BALLIA,,,,+91-014-15194,145107
kvk_685,"Krishi Vigyan Kendra, BALRAMPUR",Uttar Pradesh,BALRAMPUR,,,,+91-048-83703,483587
kvk_686,"Krishi Vigyan Kendra, BANDA",Uttar Pradesh,BANDA,,,,+91-056-45499,565425
kvk_687,"Krishi Vigyan Kendra, BARABANKI",Uttar Pradesh,BARABANKI,,,,+91-046-90342,460209
kvk_688,"Krishi Vigyan Kendra, BAREILLY",Uttar Pradesh,BAREILLY,,,,+91-042-89215,429143
kvk_689,"Krishi Vigyan Kendra, BASTI",Uttar Pradesh,BASTI,,,,+91-065-42290,652163
kvk_690,"Krishi Vigyan Kendra, BIJNOR",Uttar Pradesh,BIJNOR,,,,+91-040-69943,409819
kvk_691,"Krishi Vigyan Kendra, BUDAUN",Uttar Pradesh,BUDAUN,,,,+91-037-36876,376778
kvk_692,"Krishi Vigyan Kendra, BULANDSHAHR",Uttar Pradesh,BULANDSHAHR,,,,+91-055-96943,556783
kvk_693,"Krishi Vigyan Kendra, CHAMOLI",Uttar Pradesh,CHAMOLI,,,,+91-087-84201,874046
kvk_694,"Krishi Vigyan Kendra, CHAMPAWAT",Uttar Pradesh,CHAMPAWAT,,,,+91-057-21100,571095
kvk_695,"Krishi Vigyan Kendra, CHANDAULI",Uttar Pradesh,CHANDAULI,,,,+91-059-78223,598071
kvk_696,"Krishi Vigyan Kendra, CHITRAKOOT",Uttar Pradesh,CHITRAKOOT,,,,+91-080-14604,804449
kvk_697,"Krishi Vigyan Kendra, DEHRADUN",Uttar Pradesh,DEHRADUN,,,,+91-058-31909,581904
kvk_698,"Krishi Vigyan Kendra, DEORIA",Uttar Pradesh,DEORIA,,,,+91-016-37163,167154
kvk_699,"Krishi Vigyan Kendra, ETAH",Uttar Pradesh,ETAH,,,,+91-015-23070,152983
kvk_700,"Krishi Vigyan Kendra, ETAWAH",Uttar Pradesh,ETAWAH,,,,+91-049-90283,490167
kvk_701,"Krishi Vigyan Kendra, FAIZABAD",Uttar Pradesh,FAIZABAD,,,,+91-043-60046,430017
kvk_702,"Krishi Vigyan Kendra, FARRUKHABAD",Uttar Pradesh,FARRUKHABAD,,,,+91-023-75828,235784
kvk_703,"Krishi Vigyan Kendra, FATEHPUR",Uttar Pradesh,FATEHPUR,,,,+91-036-26013,365967
kvk_704,"Krishi Vigyan Kendra, FIROZABAD",Uttar Pradesh,FIROZABAD,,,,+91-027-24139,274094
kvk_705,"Krishi Vigyan Kendra, GAUTAM BUDDHA NAGAR",Uttar Pradesh,GAUTAM BUDDHA NAGAR,,,,+91-021-26857,216726
kvk_706,"Krishi Vigyan Kendra, GHAZIABAD",Uttar Pradesh,GHAZIABAD,,,,+91-023-40402,230401
kvk_707,"Krishi Vigyan Kendra, GHAZIPUR",Uttar Pradesh,GHAZIPUR,,,,+91-071-71955,711897
kvk_708,"Krishi Vigyan Kendra, GONDA",Uttar Pradesh,GONDA,,,,+91-085-91756,851714
kvk_709,"Krishi Vigyan Kendra, GORAKHPUR",Uttar Pradesh,GORAKHPUR,,,,+91-053-15708,535582
kvk_710,"Krishi Vigyan Kendra, HAMIRPUR",Uttar Pradesh,HAMIRPUR,,,,+91-027-22347,272198
kvk_711,"Krishi Vigyan Kendra, HAPUR",Uttar Pradesh,HAPUR,,,,+91-027-58637,278601
kvk_712,"Krishi Vigyan Kendra, HARDOI",Uttar Pradesh,HARDOI,,,,+91-050-41989,501855
kvk_713,"Krishi Vigyan Kendra, HARIDWAR",Uttar Pradesh,HARIDWAR,,,,+91-035-41535,351420
kvk_714,"Krishi Vigyan Kendra, HATHRAS",Uttar Pradesh,HATHRAS,,,,+91-059-13603,593511
kvk_715,"Krishi Vigyan Kendra, JALAUN",Uttar Pradesh,JALAUN,,,,+91-067-67440,677365
kvk_716,"Krishi Vigyan Kendra, JAUNPUR",Uttar Pradesh,JAUNPUR,,,,+91-071-78743,718711
kvk_717,"Krishi Vigyan Kendra, JHANSI",Uttar Pradesh,JHANSI,,,,+91-082-62661,822567
